>	O
Retouradres	O
Postbus	O
43006	O
3540	O
AA	O
Utrecht	O
Stichting	O
Varkens	O
in	O
Nood	O
T.a.v.	O
mevrouw	O
F.	B-PER
Schouten	E-PER
Postbus	O
14584	O
1001	O
LB	O
AMSTERDAM	O
Datum	O
26	O
mei	O
2023	O
Betreft	O
Uw	O
brief	O
van	O
7	O
maart	O
jl.	O
over	O
maatregelen	O
tegen	O
terugkerende	O
mishandelingen	O
in	O
slachthuizen	O
Pagina	O
1	O
van	O
4	O
Nederlandse	O
Voedsel-	O
en	O
Warenautoriteit	O
Bezoekadres	O
Catharijnesingel	O
59	O
3511	O
GG	O
Utrecht	O
Postadres	O
Postbus	O
43006	O
3540	O
AA	O
Utrecht	O
T	O
88	O
223	O
3333	O
(	O
algemeen	O
)	O
F	O
88	O
223	O
3334	O
(	O
algemeen	O
)	O
www.nvwa.nl	O
Ons	O
kenmerk	O
NVWA	O
/	O
27095195	O
Geachte	O
mevrouw	O
Schouten	S-PER
,	O
In	O
uw	O
brief	O
van	O
7	O
maart	O
2023	O
vraagt	O
u	O
namens	O
de	O
Stichting	O
Varkens	O
in	O
Nood	O
om	O
een	O
zerotolerancebeleid	O
te	O
hanteren	O
bij	O
het	O
bedwelmen	O
en	O
doden	O
van	O
varkens	O
in	O
slachthuizen	O
.	O
U	O
stelt	O
dat	O
rapportages	O
van	O
de	O
Nederlandse	O
Voedsel-	O
en	O
Warenautoriteit	O
(	O
NVWA	O
)	O
ieder	O
jaar	O
opnieuw	O
fouten	O
onthullen	O
tijdens	O
het	O
proces	O
van	O
bedwelmen	O
,	O
verbloeden	O
en	O
de	O
controle	O
hierop	O
in	O
Nederlandse	O
varkensslachterijen	O
en	O
vraagt	O
om	O
daadkrachtig	O
op	O
te	O
treden	O
en	O
aanvullende	O
maatregelen	O
te	O
nemen	O
om	O
dergelijke	O
fouten	O
in	O
de	O
toekomst	O
te	O
voorkomen	O
.	O
Ik	O
wil	O
u	O
bedanken	O
voor	O
uw	O
brief	O
en	O
het	O
aan	O
de	O
orde	O
stellen	O
van	O
deze	O
onderwerpen	O
.	O
En	O
ik	O
wil	O
benadrukken	O
dat	O
ik	O
het	O
met	O
u	O
eens	O
ben	O
:	O
ik	O
vind	O
het	O
verschrikkelijk	O
om	O
te	O
horen	O
als	O
het	O
dierenwelzijn	O
geschaad	O
wordt	O
het	O
welzijn	O
van	O
dieren	O
is	O
voor	O
mij	O
van	O
doorslaggevende	O
waarde	O
en	O
mensen	O
die	O
met	O
dieren	O
omgaan	O
hebben	O
hierin	O
een	O
grote	O
verantwoordelijkheid	O
.	O
Uw	O
verzoek	O
U	O
verzoekt	O
in	O
uw	O
brief	O
om	O
een	O
aantal	O
maatregelen	O
te	O
nemen	O
die	O
ertoe	O
moeten	O
leiden	O
dat	O
geen	O
enkel	O
varken	O
meer	O
bij	O
bewustzijn	O
gestoken	O
en	O
verbloed	O
wordt	O
of	O
levend	O
in	O
de	O
broeibak	O
terechtkomt	O
.	O
Ik	O
heb	O
uw	O
verzoeken	O
gelezen	O
,	O
hieronder	O
ga	O
ik	O
puntsgewijs	O
nader	O
in	O
op	O
de	O
door	O
u	O
(	O
in	O
cursief	O
)	O
voorgestelde	O
maatregelen	O
.	O
Stel	O
controlepunten	O
verplicht	O
Slachthuizen	O
zijn	O
reeds	O
verplicht	O
om	O
op	O
basis	O
van	O
verordening	O
(	O
EG	O
)	O
1099/2009	O
in	O
het	O
slachtproces	O
controlepunten	O
op	O
te	O
nemen	O
met	O
betrekking	O
tot	O
het	O
bedwelmen	O
en	O
verbloeden	O
van	O
de	O
dieren	O
.	O
Zo	O
moet	O
de	O
exploitant	O
borgen	O
dat	O
dieren	O
geen	O
tekenen	O
van	O
bewustzijn	O
of	O
gevoeligheid	O
vertonen	O
in	O
de	O
periode	O
gelegen	O
tussen	O
het	O
eind	O
van	O
het	O
bedwelmingsproces	O
en	O
hun	O
dood	O
.	O
Verdere	O
uitslachting	O
of	O
broeiing	O
mag	O
alleen	O
dan	O
plaatsvinden	O
wanneer	O
is	O
vastgesteld	O
dat	O
de	O
dieren	O
geen	O
tekenen	O
van	O
leven	O
meer	O
vertonen	O
.	O
U	O
vraagt	O
in	O
uw	O
brief	O
of	O
bij	O
elk	O
individueel	O
varken	O
gecontroleerd	O
kan	O
worden	O
of	O
deze	O
daadwerkelijk	O
bedwelmd	O
/	O
gedood	O
is	O
.	O
De	O
Europese	O
wetgeving	O
,	O
artikel	O
5	O
van	O
Pagina	O
2	O
van	O
4	O
Nederlandse	O
Voedsel-	O
en	O
Warenautoriteit	O
Ons	O
kenmerk	O
NVWA	O
/	O
27095195	O
verordening	O
1099/2009	O
biedt	O
een	O
slachthuis	O
de	O
mogelijkheid	O
om	O
het	O
slachtproces	O
zo	O
in	O
te	O
richten	O
en	O
te	O
beheersen	O
,	O
dat	O
de	O
hierboven	O
genoemde	O
controles	O
op	O
basis	O
van	O
een	O
representatieve	O
steekproef	O
van	O
dieren	O
uitgevoerd	O
mogen	O
worden	O
en	O
niet	O
op	O
ieder	O
individueel	O
dier	O
.	O
Dat	O
wetsartikel	O
legt	O
een	O
grote	O
verantwoordelijkheid	O
bij	O
de	O
bedrijven	O
,	O
en	O
daar	O
spreek	O
ik	O
de	O
bedrijven	O
dan	O
ook	O
op	O
aan	O
.	O
Bedrijven	O
dienen	O
het	O
dierenwelzijn	O
in	O
de	O
bedrijfsvoering	O
een	O
vaste	O
plek	O
geven	O
en	O
de	O
wettelijke	O
verplichtingen	O
na	O
te	O
leven	O
.	O
U	O
mag	O
van	O
de	O
NVWA	O
verwachten	O
dat	O
zij	O
bedrijven	O
die	O
hier	O
niet	O
goed	O
mee	O
omgaan	O
corrigeren	O
om	O
de	O
naleving	O
af	O
te	O
dwingen	O
.	O
Hiertoe	O
zetten	O
de	O
inspecteurs	O
zich	O
dagelijks	O
in	O
,	O
en	O
daar	O
heb	O
ik	O
,	O
samen	O
met	O
de	O
inspecteur-generaal	O
(	O
IG	S-PER
)	O
,	O
blijvend	O
aandacht	O
voor	O
.	O
Stel	O
slim	O
cameratoezicht	O
verplicht	O
Net	O
als	O
u	O
vind	O
ik	O
het	O
verplicht	O
stellen	O
van	O
cameratoezicht	O
van	O
groot	O
belang	O
,	O
niet	O
alleen	O
op	O
slachthuizen	O
maar	O
ook	O
op	O
verzamelcentra	O
voor	O
levend	O
vee	O
.	O
De	O
NVWA	O
werkt	O
nu	O
sinds	O
ruim	O
3	O
jaar	O
met	O
cameratoezicht	O
in	O
slachthuizen	O
en	O
ik	O
blijf	O
volop	O
inzetten	O
op	O
het	O
verder	O
ontwikkelen	O
ervan	O
.	O
Ik	O
bereid	O
daarom	O
onder	O
andere	O
een	O
wetsvoorstel	O
voor	O
ter	O
wijziging	O
van	O
de	O
Wet	O
dieren	O
,	O
waarmee	O
cameratoezicht	O
op	O
slachthuizen	O
en	O
verzamelcentra	O
verplicht	O
wordt	O
.	O
Met	O
deze	O
verplichting	O
wordt	O
het	O
bestaande	O
cameratoezicht	O
in	O
slachthuizen	O
verder	O
verankerd	O
in	O
wetgeving	O
en	O
wordt	O
de	O
grondslag	O
gelegd	O
om	O
in	O
de	O
toekomst	O
nieuwe	O
technologische	O
ontwikkelingen	O
te	O
kunnen	O
toepassen	O
,	O
zoals	O
sensortechnologie	O
en	O
kunstmatige	O
intelligentie	O
(	O
AI	O
)	O
,	O
het	O
zogenaamde	O
“	O
slim-cameratoezicht	O
”	O
.	O
De	O
ontwikkelingen	O
rondom	O
slim	O
cameratoezicht	O
staan	O
niet	O
stil	O
.	O
De	O
toepassingen	O
van	O
sensortechnologie	O
en	O
kunstmatige	O
intelligentie	O
zijn	O
veelbelovend	O
en	O
hebben	O
potentie	O
om	O
in	O
de	O
toekomst	O
een	O
grote	O
bijdrage	O
te	O
leveren	O
aan	O
het	O
toezicht	O
op	O
dierenwelzijn	O
.	O
Deze	O
technologie	O
is	O
op	O
dit	O
moment	O
nog	O
volop	O
in	O
ontwikkeling	O
.	O
Zie	O
hiervoor	O
ook	O
het	O
advies	O
van	O
Bureau	O
Risicobeoordeling	O
en	O
Onderzoek	O
van	O
de	O
NVWA.	O
1	O
Voor	O
het	O
borgen	O
van	O
het	O
publieke	O
belang	O
dierenwelzijn	O
is	O
de	O
slachtsector	O
zelf	O
verantwoordelijk	O
en	O
aan	O
zet	O
om	O
stappen	O
te	O
zetten	O
naar	O
de	O
toepassing	O
van	O
slim	O
cameratoezicht	O
en	O
andere	O
slimme	O
technologieën	O
die	O
hieraan	O
kunnen	O
bijdragen	O
.	O
Om	O
dit	O
te	O
stimuleren	O
,	O
en	O
om	O
na	O
te	O
gaan	O
wat	O
de	O
waarde	O
van	O
deze	O
technologieën	O
voor	O
het	O
toezicht	O
kan	O
zijn	O
,	O
onderzoeken	O
mijn	O
ministerie	O
en	O
de	O
NVWA	O
mogelijkheden	O
om	O
pilots	O
met	O
het	O
bedrijfsleven	O
op	O
te	O
starten	O
.	O
De	O
Universiteit	O
Utrecht	O
voert	O
in	O
opdracht	O
van	O
mijn	O
ministerie	O
ook	O
een	O
validatietraject	O
van	O
een	O
slim-camerasysteem	O
uit	O
.	O
Ik	O
volg	O
de	O
ontwikkelingen	O
op	O
dit	O
vlak	O
nauwgezet	O
en	O
zodra	O
deze	O
ver	O
genoeg	O
zijn	O
,	O
kan	O
ik	O
hier	O
dus	O
ook	O
regelgeving	O
voor	O
maken	O
.	O
Verzwaar	O
sancties	O
bij	O
overtredingen	O
m.b.t.	O
het	O
niet	O
effectief	O
bedwelmen	O
en/of	O
verbloeden	O
van	O
varkens	O
Ik	O
kan	O
me	O
de	O
roep	O
om	O
verzwaring	O
van	O
de	O
sancties	O
gevoelsmatig	O
goed	O
voorstellen	O
.	O
Momenteel	O
wordt	O
vaak	O
gebruik	O
gemaakt	O
van	O
de	O
bestuurlijke	O
boete	O
.	O
Een	O
bestuurlijke	O
boete	O
is	O
een	O
bestuurlijke	O
punitieve	O
sanctie	O
,	O
gericht	O
op	O
bestraffing	O
door	O
leedtoevoeging	O
bij	O
de	O
dader	O
.	O
Het	O
opleggen	O
van	O
een	O
boete	O
en	O
het	O
bepalen	O
van	O
de	O
hoogte	O
ervan	O
is	O
gebonden	O
aan	O
de	O
wettelijke	O
kaders	O
,	O
in	O
dit	O
geval	O
het	O
Besluit	O
handhaving	O
en	O
overige	O
zaken	O
Wet	O
dieren	O
en	O
de	O
Regeling	O
handhaving	O
en	O
overige	O
1	O
Advies	O
over	O
toepassing	O
sensortechnologie	O
dierenwelzijn	O
slachthuizen	O
(	O
Kamerstuk	O
28286	O
,	O
nr.	O
1267	O
)	O
.	O
Pagina	O
3	O
van	O
4	O
Nederlandse	O
Voedsel-	O
en	O
Warenautoriteit	O
Ons	O
kenmerk	O
NVWA	O
/	O
27095195	O
zaken	O
Wet	O
dieren	O
,	O
en	O
aan	O
de	O
eisen	O
van	O
doeltreffendheid	O
,	O
evenredigheid	O
en	O
afschrikwekkendheid	O
.	O
Dit	O
boetestelsel	O
is	O
recent	O
geëvalueerd	O
en	O
op	O
basis	O
van	O
de	O
uitkomsten	O
van	O
de	O
evaluatie	O
zal	O
ik	O
bepalen	O
of	O
,	O
en	O
zo	O
ja	O
welke	O
aanpassingen	O
aan	O
de	O
regelgeving	O
nodig	O
zijn	O
.	O
Een	O
bestuurlijke	O
boete	O
alléén	O
heeft	O
niet	O
altijd	O
het	O
gewenste	O
effect	O
dat	O
overtredingen	O
worden	O
beëindigd	O
en	O
beëindigd	O
blijven	O
.	O
Wanneer	O
bedrijven	O
keer	O
op	O
keer	O
de	O
regels	O
overtreden	O
en	O
daarmee	O
weg	O
lijken	O
te	O
komen	O
,	O
is	O
het	O
belangrijk	O
dat	O
de	O
NVWA	O
dat	O
eerder	O
in	O
beeld	O
heeft	O
dan	O
nu	O
het	O
geval	O
is	O
,	O
en	O
eerder	O
ingrijpt	O
,	O
ook	O
met	O
andere	O
passende	O
sancties	O
.	O
Daarom	O
is	O
het	O
Verscherpt	O
Toezicht	O
voor	O
slachthuizen	O
in	O
werking	O
getreden	O
.	O
De	O
vernieuwde	O
werkinstructie	O
is	O
in	O
januari	O
2023	O
in	O
werking	O
getreden	O
en	O
er	O
wordt	O
momenteel	O
ervaring	O
opgedaan	O
zodat	O
het	O
verscherpt	O
toezicht	O
maximaal	O
effect	O
sorteert	O
.	O
Merk	O
overtredingen	O
m.b.t.	O
het	O
niet	O
effectief	O
bedwelmen	O
en/of	O
verbloeden	O
van	O
varkens	O
aan	O
als	O
een	O
overtreding	O
van	O
artikel	O
2.1	O
van	O
Wet	O
dieren	O
Alle	O
gevallen	O
waarin	O
het	O
dierenwelzijn	O
in	O
het	O
geding	O
is	O
,	O
zijn	O
voor	O
mij	O
onacceptabel	O
.	O
Artikel	O
4	O
van	O
de	O
verordening	O
inzake	O
de	O
bescherming	O
van	O
dieren	O
bij	O
het	O
doden	O
is	O
helder	O
:	O
dieren	O
worden	O
uitsluitend	O
gedood	O
nadat	O
zij	O
zijn	O
bedwelmd	O
volgens	O
de	O
in	O
de	O
verordening	O
beschreven	O
methoden	O
en	O
de	O
bijbehorende	O
toepassingsvoorschriften	O
.	O
Het	O
is	O
uiteraard	O
niet	O
toegestaan	O
dat	O
dieren	O
die	O
niet	O
effectief	O
bedwelmd	O
of	O
verbloed	O
zijn	O
verder	O
worden	O
uitgeslacht	O
.	O
Ik	O
steun	O
daarom	O
de	O
NVWA	O
bij	O
een	O
stevige	O
aanpak	O
van	O
dit	O
type	O
misstanden	O
.	O
Ik	O
begrijp	O
het	O
gevoel	O
om	O
dit	O
type	O
ernstige	O
overtredingen	O
te	O
classificeren	O
als	O
dierenmishandeling	O
zoals	O
gesteld	O
in	O
artikel	O
2.1	O
van	O
de	O
Wet	O
Dieren	O
.	O
Deze	O
bewuste	O
overtredingen	O
zijn	O
in	O
eerste	O
instantie	O
overtredingen	O
van	O
Verordening	O
(	O
EG	O
)	O
nr.	O
1099/2009	O
en	O
zijn	O
duaal	O
handhaafbaar	O
.	O
Dat	O
wil	O
zeggen	O
dat	O
gekozen	O
kan	O
worden	O
voor	O
een	O
bestuurlijke	O
boete	O
óf	O
voor	O
strafrechtelijke	O
afdoening	O
.	O
Beide	O
hebben	O
een	O
bestraffend	O
karakter	O
.	O
In	O
de	O
bij	O
de	O
Wet	O
dieren	O
behorende	O
Memorie	O
van	O
Toelichting	O
geldt	O
de	O
bestuurlijke	O
boete	O
voor	O
een	O
groot	O
deel	O
van	O
de	O
overtredingen	O
van	O
de	O
Wet	O
dieren	O
als	O
de	O
slagvaardige	O
en	O
effectieve	O
manier	O
van	O
handhaving	O
(	O
‘lik	O
op	O
stuk	O
’	O
)	O
.	O
Strafrechtelijke	O
afdoening	O
is	O
het	O
zogenaamde	O
‘ultimum	O
remedium	O
’	O
.	O
Daarnaast	O
kunnen	O
,	O
afhankelijk	O
van	O
de	O
feiten	O
en	O
omstandigheden	O
,	O
zulke	O
overtredingen	O
mogelijk	O
ook	O
vallen	O
onder	O
artikel	O
2.1.	O
van	O
de	O
Wet	O
dieren	O
.	O
Is	O
dat	O
het	O
geval	O
dan	O
is	O
enkel	O
de	O
strafrechterlijke	O
afdoening	O
aan	O
de	O
orde	O
.	O
Welke	O
vorm	O
van	O
afdoening	O
uiteindelijk	O
gekozen	O
wordt	O
,	O
hangt	O
af	O
van	O
de	O
feiten	O
en	O
omstandigheden	O
van	O
de	O
specifieke	O
zaak	O
.	O
Hoe	O
de	O
NVWA	O
interventieert	O
maakt	O
zij	O
vooraf	O
kenbaar	O
in	O
haar	O
algemene	O
en	O
specifieke	O
interventiebeleid	O
.	O
Indien	O
de	O
ernst	O
van	O
de	O
overtreding	O
of	O
de	O
omstandigheden	O
waaronder	O
deze	O
is	O
begaan	O
daartoe	O
aanleiding	O
geeft	O
,	O
legt	O
de	O
NVWA	O
deze	O
voor	O
aan	O
het	O
Openbaar	O
Ministerie	O
(	O
OM	O
)	O
.	O
Dan	O
wordt	O
de	O
meest	O
passende	O
en	O
effectieve	O
wijze	O
van	O
afdoening	O
bepaald	O
.	O
Dit	O
volgt	O
uit	O
artikel	O
8.10	O
,	O
eerste	O
lid	O
,	O
van	O
de	O
Wet	O
dieren	O
.	O
In	O
het	O
algemene	O
en	O
specifieke	O
interventiebeleid	O
staat	O
overigens	O
ook	O
wanneer	O
contact	O
gezocht	O
moet	O
worden	O
met	O
het	O
Openbaar	O
Ministerie	O
.	O
De	O
NVWA	O
heeft	O
haar	O
contact	O
met	O
het	O
OM	O
de	O
afgelopen	O
jaren	O
geïntensiveerd	O
:	O
zowel	O
ten	O
algemene	O
(	O
in	O
bijvoorbeeld	O
het	O
interventiebeleid	O
)	O
als	O
in	O
concrete	O
zaken	O
wordt	O
op	O
grond	O
van	O
specifiek	O
interventiebeleid	O
intensiever	O
contact	O
gezocht	O
over	O
de	O
meest	O
effectieve	O
wijze	O
van	O
afdoening	O
.	O
Pagina	O
4	O
van	O
4	O
Nederlandse	O
Voedsel-	O
en	O
Warenautoriteit	O
Ons	O
kenmerk	O
NVWA	O
/	O
27095195	O
Verlaag	O
de	O
slachtsnelheid	O
bij	O
overtredingen	O
m.b.t	O
.	O
het	O
niet	O
effectief	O
bedwelmen	O
en/of	O
verbloeden	O
van	O
varkens	O
Het	O
verlagen	O
van	O
de	O
bandsnelheid	O
is	O
een	O
van	O
de	O
mogelijke	O
interventies	O
van	O
de	O
NVWA	O
,	O
waarvan	O
ik	O
het	O
belangrijk	O
vind	O
dat	O
deze	O
wordt	O
toegepast	O
indien	O
dit	O
het	O
risico	O
op	O
verdere	O
overtredingen	O
verkleint	O
.	O
Zo	O
kan	O
de	O
NVWA	O
de	O
slachtsnelheid	O
(	O
tijdelijk	O
)	O
verlagen	O
als	O
corrigerende	O
interventie	O
,	O
wanneer	O
de	O
slachtsnelheid	O
de	O
oorzaak	O
is	O
van	O
de	O
overtreding	O
.	O
Het	O
is	O
aan	O
de	O
NVWA	O
om	O
de	O
concrete	O
feiten	O
en	O
omstandigheden	O
van	O
het	O
geval	O
vast	O
te	O
stellen	O
en	O
daarop	O
passend	O
te	O
interveniëren	O
.	O
Het	O
hanteren	O
van	O
slachtsnelheden	O
die	O
het	O
risico	O
op	O
overtredingen	O
zoveel	O
als	O
mogelijk	O
beperkt	O
,	O
vind	O
ik	O
net	O
als	O
de	O
Tweede	O
Kamer	O
erg	O
belangrijk	O
.	O
Mede	O
op	O
verzoek	O
van	O
de	O
Kamer	O
evalueert	O
de	O
NVWA	O
doorlopend	O
de	O
toegepaste	O
slachtsnelheid	O
bij	O
alle	O
slachthuizen	O
en	O
of	O
met	O
deze	O
snelheid	O
,	O
in	O
combinatie	O
met	O
andere	O
risicobeperkende	O
maatregelen	O
,	O
voldoende	O
waarborgen	O
biedt	O
voor	O
het	O
dierenwelzijn	O
.	O
Daarnaast	O
heb	O
ik	O
op	O
25	O
mei	O
j.l.	O
de	O
Kamer	O
het	O
rapport	O
met	O
de	O
uitkomsten	O
van	O
de	O
praktijktoets	O
slachtsnelheid	O
toesgestuurd	O
,	O
alsmede	O
de	O
vervolgstappen	O
die	O
ik	O
op	O
dat	O
vlak	O
voorzie	O
.	O
Het	O
feit	O
dat	O
Nederland	O
de	O
afgelopen	O
tijd	O
wederom	O
meermaals	O
geconfronteerd	O
is	O
met	O
misstanden	O
in	O
de	O
slachtsector	O
,	O
maakt	O
dat	O
ik	O
wil	O
dat	O
de	O
sector	O
eerst	O
onder	O
de	O
huidige	O
omstandigheden	O
laat	O
zien	O
dat	O
ze	O
het	O
dierenwelzijn	O
kunnen	O
garanderen	O
.	O
Dat	O
betekent	O
dat	O
de	O
aanwijzing	O
aan	O
de	O
inspecteur-generaal	O
van	O
de	O
NVWA	O
,	O
om	O
aanvragen	O
voor	O
verhogingen	O
van	O
de	O
slachtsnelheid	O
in	O
slachthuizen	O
af	O
te	O
wijzen2	O
,	O
voor	O
nu	O
in	O
stand	O
blijft	O
.	O
In	O
de	O
brief	O
zal	O
ik	O
het	O
rapport	O
en	O
mijn	O
beslissing	O
hierop	O
nader	O
toelichten	O
.	O
Tot	O
slot	O
Ik	O
wil	O
benadrukken	O
dat	O
het	O
dierenwelzijn	O
hoge	O
prioriteit	O
heeft	O
,	O
zowel	O
op	O
mijn	O
ministerie	O
als	O
bij	O
de	O
NVWA	O
.	O
Ik	O
hoop	O
dat	O
mijn	O
